"","Offense","Date","Year","Month","Hour","Weekday","NumCrimes","GroupA","GroupB","Assault","Suspicious_Persons_Activity","ShotsFired_IllegalHunting"
"17079","Vandalism","2019-06-25","2019","June","01","Thurs",12,0,1,0,0,0
"17080","Larceny - All Other","2019-06-25","2019","June","00","Thurs",12,0,1,0,0,0
"17081","Suspicious Activity","2019-06-24","2019","June","23","Wed",12,0,1,0,0,0
"17082","Larceny - All Other","2019-06-24","2019","June","21","Wed",12,0,1,0,0,0
"17083","Lost/FoundProperty","2019-06-24","2019","June","21","Wed",12,0,1,0,0,0
"17084","Fraud-false pretense","2019-06-24","2019","June","19","Wed",12,0,1,0,0,0
"17085","Lost/FoundProperty","2019-06-24","2019","June","18","Wed",12,0,1,0,0,0
"17086","Fraud-wire fraud","2019-06-24","2019","June","17","Wed",12,0,1,0,0,0
"17087","Hit and Run","2019-06-24","2019","June","16","Wed",12,0,1,0,0,0
"17088","Burglary","2019-06-24","2019","June","15","Wed",12,0,1,0,0,0
"17089","Lost/FoundProperty","2019-06-24","2019","June","11","Wed",12,0,1,0,0,0
"17090","Assault Aggravated","2019-06-24","2019","June","07","Wed",12,0,1,0,0,0
"17091","Driving Under the Influence","2019-06-24","2019","June","03","Wed",12,0,1,0,0,0
"17092","Suspicious Activity","2019-06-24","2019","June","02","Wed",12,0,1,0,0,0
"17093","Assault Simple","2019-06-23","2019","June","23","Tues",7,0,1,0,0,0
"17094","Driving Under the Influence","2019-06-23","2019","June","19","Tues",7,0,1,0,0,0
"17095","Vandalism","2019-06-23","2019","June","17","Tues",7,0,1,0,0,0
"17096","Vandalism","2019-06-23","2019","June","16","Tues",7,0,1,0,0,0
"17097","Lost/FoundProperty","2019-06-23","2019","June","13","Tues",7,0,1,0,0,0
"17098","Shots Fired/Illegal Hunting","2019-06-23","2019","June","08","Tues",7,1,0,0,0,1
"17099","Suspicious Activity","2019-06-23","2019","June","00","Tues",7,0,1,0,0,0
"17100","Larceny - Theft from Building","2019-06-22","2019","June","21","Mon",11,0,1,0,0,0
"17101","Assist Citizen - Mental/TDO/ECO","2019-06-22","2019","June","19","Mon",11,0,1,0,0,0
"17102","Assault Simple","2019-06-22","2019","June","18","Mon",11,0,1,0,0,0
"17103","Assault Simple","2019-06-22","2019","June","17","Mon",11,0,1,0,0,0
"17104","Animal - Bite","2019-06-22","2019","June","09","Mon",11,0,1,0,0,0
"17105","Vandalism","2019-06-22","2019","June","06","Mon",11,0,1,0,0,0
"17106","Assault Simple","2019-06-22","2019","June","05","Mon",11,0,1,0,0,0
"17107","Lost/FoundProperty","2019-06-22","2019","June","03","Mon",11,0,1,0,0,0
"17108","Assault Simple","2019-06-22","2019","June","01","Mon",11,0,1,0,0,0
"17109","Lost/FoundProperty","2019-06-22","2019","June","00","Mon",11,0,1,0,0,0
"17110","Narcotics","2019-06-22","2019","June","00","Mon",11,0,1,0,0,0
"17111","Hit and Run","2019-06-21","2019","June","23","Sun",15,0,1,0,0,0
"17112","Harassment","2019-06-21","2019","June","23","Sun",15,0,1,0,0,0
"17113","Disorderly Conduct","2019-06-21","2019","June","22","Sun",15,0,1,0,0,0
"17114","Fraud-impersonation","2019-06-21","2019","June","20","Sun",15,0,1,0,0,0
"17115","Hit and Run","2019-06-21","2019","June","20","Sun",15,0,1,0,0,0
"17116","Larceny - Theft from Building","2019-06-21","2019","June","19","Sun",15,0,1,0,0,0
"17117","Hit and Run","2019-06-21","2019","June","18","Sun",15,0,1,0,0,0
"17118","Trespass","2019-06-21","2019","June","18","Sun",15,0,1,0,0,0
"17119","Animal Complaint","2019-06-21","2019","June","17","Sun",15,0,1,0,0,0
"17120","Misc - Criminal Call","2019-06-21","2019","June","17","Sun",15,0,1,0,0,0
"17121","Animal Complaint","2019-06-21","2019","June","17","Sun",15,0,1,0,0,0
"17122","Hit and Run","2019-06-21","2019","June","14","Sun",15,0,1,0,0,0
"17123","Burglary","2019-06-21","2019","June","14","Sun",15,0,1,0,0,0
"17124","Animal Complaint","2019-06-21","2019","June","12","Sun",15,0,1,0,0,0
"17125","Vandalism","2019-06-21","2019","June","11","Sun",15,0,1,0,0,0
"17126","Fraud-credit card","2019-06-20","2019","June","20","Sat",9,0,1,0,0,0
"17127","Larceny - From Motor Vehicle","2019-06-20","2019","June","20","Sat",9,0,1,0,0,0
"17128","Assault Intimidation","2019-06-20","2019","June","15","Sat",9,0,1,0,0,0
"17129","Larceny - From Motor Vehicle","2019-06-20","2019","June","14","Sat",9,0,1,0,0,0
"17130","Assist Citizen - Mental/TDO/ECO","2019-06-20","2019","June","13","Sat",9,0,1,0,0,0
"17131","Vandalism","2019-06-20","2019","June","12","Sat",9,0,1,0,0,0
"17132","Burglary","2019-06-20","2019","June","11","Sat",9,0,1,0,0,0
"17133","Larceny - All Other","2019-06-20","2019","June","11","Sat",9,0,1,0,0,0
"17134","Hit and Run","2019-06-20","2019","June","08","Sat",9,0,1,0,0,0
"17135","Larceny - From Motor Vehicle","2019-06-19","2019","June","23","Fri",12,0,1,0,0,0
"17136","Larceny - All Other","2019-06-19","2019","June","21","Fri",12,0,1,0,0,0
"17137","Burglary","2019-06-19","2019","June","20","Fri",12,0,1,0,0,0
"17138","Assist Citizen - Mental/TDO/ECO","2019-06-19","2019","June","18","Fri",12,0,1,0,0,0
"17139","Suspicious Activity","2019-06-19","2019","June","15","Fri",12,0,1,0,0,0
"17140","Larceny - All Other","2019-06-19","2019","June","14","Fri",12,0,1,0,0,0
"17141","Drug/Narcotics Violation","2019-06-19","2019","June","13","Fri",12,0,1,0,0,0
"17142","Suspicious Activity","2019-06-19","2019","June","12","Fri",12,0,1,0,0,0
"17143","Animal - Bite","2019-06-19","2019","June","12","Fri",12,0,1,0,0,0
"17144","Lost/FoundProperty","2019-06-19","2019","June","10","Fri",12,0,1,0,0,0
"17145","Shots Fired/Illegal Hunting","2019-06-19","2019","June","07","Fri",12,1,0,0,0,1
"17146","Assault Simple","2019-06-19","2019","June","00","Fri",12,0,1,0,0,0
"17147","Larceny - Shoplifitng","2019-06-18","2019","June","21","Thurs",15,0,1,0,0,0
"17148","Larceny - Shoplifitng","2019-06-18","2019","June","20","Thurs",15,0,1,0,0,0
"17149","Misc - Criminal Call","2019-06-18","2019","June","20","Thurs",15,0,1,0,0,0
"17150","Assault Simple","2019-06-18","2019","June","18","Thurs",15,0,1,0,0,0
"17151","Accident Private Property","2019-06-18","2019","June","17","Thurs",15,0,1,0,0,0
"17152","Death Investigation - DOA","2019-06-18","2019","June","16","Thurs",15,0,1,0,0,0
"17153","Fraud-false pretense","2019-06-18","2019","June","15","Thurs",15,0,1,0,0,0
"17154","Larceny - All Other","2019-06-18","2019","June","12","Thurs",15,0,1,0,0,0
"17155","Larceny - Theft from Building","2019-06-18","2019","June","12","Thurs",15,0,1,0,0,0
"17156","Assault Simple","2019-06-18","2019","June","07","Thurs",15,0,1,0,0,0
"17157","Assist Citizen - Mental/TDO/ECO","2019-06-18","2019","June","04","Thurs",15,0,1,0,0,0
"17158","Suspicious Activity","2019-06-18","2019","June","03","Thurs",15,0,1,0,0,0
"17159","Assault Aggravated","2019-06-18","2019","June","01","Thurs",15,0,1,0,0,0
"17160","Assist Agency - Backup/Assist","2019-06-18","2019","June","01","Thurs",15,0,1,0,0,0
"17161","Narcotics","2019-06-18","2019","June","00","Thurs",15,0,1,0,0,0
"17162","Assault Simple","2019-06-17","2019","June","23","Wed",16,0,1,0,0,0
"17163","Hit and Run","2019-06-17","2019","June","20","Wed",16,0,1,0,0,0
"17164","Forgery/Counterfeiting","2019-06-17","2019","June","20","Wed",16,0,1,0,0,0
"17165","Larceny - Shoplifitng","2019-06-17","2019","June","18","Wed",16,0,1,0,0,0
"17166","Forgery/Counterfeiting","2019-06-17","2019","June","18","Wed",16,0,1,0,0,0
"17167","Misc - Criminal Call","2019-06-17","2019","June","18","Wed",16,0,1,0,0,0
"17168","Disorderly Conduct","2019-06-17","2019","June","15","Wed",16,0,1,0,0,0
"17169","Vandalism","2019-06-17","2019","June","14","Wed",16,0,1,0,0,0
"17170","Larceny - All Other","2019-06-17","2019","June","14","Wed",16,0,1,0,0,0
"17171","Hit and Run","2019-06-17","2019","June","13","Wed",16,0,1,0,0,0
"17172","Misc - Criminal Call","2019-06-17","2019","June","13","Wed",16,0,1,0,0,0
"17173","Disorderly Conduct","2019-06-17","2019","June","12","Wed",16,0,1,0,0,0
"17174","Assist Citizen - Misc","2019-06-17","2019","June","06","Wed",16,0,1,0,0,0
"17175","Lost/FoundProperty","2019-06-17","2019","June","03","Wed",16,0,1,0,0,0
"17176","Misc - Criminal Call","2019-06-17","2019","June","03","Wed",16,0,1,0,0,0
"17177","Driving Under the Influence","2019-06-17","2019","June","01","Wed",16,0,1,0,0,0
"17178","Larceny - From Motor Vehicle","2019-06-16","2019","June","19","Tues",7,0,1,0,0,0
"17179","Misc - Criminal Call","2019-06-16","2019","June","16","Tues",7,0,1,0,0,0
"17180","Larceny - Of Veh Parts/Access","2019-06-16","2019","June","13","Tues",7,0,1,0,0,0
"17181","Vandalism","2019-06-16","2019","June","12","Tues",7,0,1,0,0,0
"17182","Misc - Non-Criminal Call","2019-06-16","2019","June","10","Tues",7,0,1,0,0,0
"17183","Assault Intimidation","2019-06-16","2019","June","06","Tues",7,0,1,0,0,0
"17184","Animal Complaint","2019-06-16","2019","June","03","Tues",7,0,1,0,0,0
"17185","Vandalism","2019-06-15","2019","June","22","Mon",11,0,1,0,0,0
"17186","Hit and Run","2019-06-15","2019","June","21","Mon",11,0,1,0,0,0
"17187","Assist Citizen - Mental/TDO/ECO","2019-06-15","2019","June","19","Mon",11,0,1,0,0,0
"17188","Lost/FoundProperty","2019-06-15","2019","June","19","Mon",11,0,1,0,0,0
"17189","Suspicious Activity","2019-06-15","2019","June","17","Mon",11,0,1,0,0,0
"17190","Larceny - All Other","2019-06-15","2019","June","15","Mon",11,0,1,0,0,0
"17191","Assault Aggravated","2019-06-15","2019","June","07","Mon",11,0,1,0,0,0
"17192","Assault Simple","2019-06-15","2019","June","02","Mon",11,0,1,0,0,0
"17193","Sex Offense - Forcible Sodomy","2019-06-15","2019","June","01","Mon",11,0,1,0,0,0
"17194","Suspicious Person","2019-06-15","2019","June","01","Mon",11,0,1,0,0,0
"17195","Disorderly Conduct","2019-06-15","2019","June","00","Mon",11,0,1,0,0,0
"17196","Lost/FoundProperty","2019-06-14","2019","June","21","Sun",16,0,1,0,0,0
"17197","Weapons Violations","2019-06-14","2019","June","19","Sun",16,0,1,0,0,0
"17198","Lost/FoundProperty","2019-06-14","2019","June","18","Sun",16,0,1,0,0,0
"17199","Hit and Run","2019-06-14","2019","June","17","Sun",16,0,1,0,0,0
"17200","Lost/FoundProperty","2019-06-14","2019","June","14","Sun",16,0,1,0,0,0
"17201","Assist Citizen - Mental/TDO/ECO","2019-06-14","2019","June","12","Sun",16,0,1,0,0,0
"17202","Larceny - From Motor Vehicle","2019-06-14","2019","June","12","Sun",16,0,1,0,0,0
"17203","Vandalism","2019-06-14","2019","June","08","Sun",16,0,1,0,0,0
"17204","Burglary","2019-06-14","2019","June","08","Sun",16,0,1,0,0,0
"17205","Driving Under the Influence","2019-06-14","2019","June","06","Sun",16,0,1,0,0,0
"17206","Vandalism","2019-06-14","2019","June","03","Sun",16,0,1,0,0,0
"17207","Assist Citizen - Mental/TDO/ECO","2019-06-14","2019","June","02","Sun",16,0,1,0,0,0
"17208","Lost/FoundProperty","2019-06-14","2019","June","00","Sun",16,0,1,0,0,0
"17209","Driving Under the Influence","2019-06-14","2019","June","00","Sun",16,0,1,0,0,0
"17210","Lost/FoundProperty","2019-06-14","2019","June","00","Sun",16,0,1,0,0,0
"17211","Larceny - Shoplifitng","2019-06-14","2019","June","00","Sun",16,0,1,0,0,0
"17212","Assault Intimidation","2019-06-13","2019","June","22","Sat",9,0,1,0,0,0
"17213","Assault Simple","2019-06-13","2019","June","22","Sat",9,0,1,0,0,0
"17214","Assist Agency - Other","2019-06-13","2019","June","20","Sat",9,0,1,0,0,0
"17215","Suspicious Activity","2019-06-13","2019","June","17","Sat",9,0,1,0,0,0
"17216","Hit and Run","2019-06-13","2019","June","16","Sat",9,0,1,0,0,0
"17217","Comm Relations Initiative - CRI","2019-06-13","2019","June","13","Sat",9,0,1,0,0,0
"17218","Animal - Bite","2019-06-13","2019","June","12","Sat",9,0,1,0,0,0
"17219","Embezzelment","2019-06-13","2019","June","10","Sat",9,0,1,0,0,0
"17220","Disorderly Conduct","2019-06-13","2019","June","06","Sat",9,0,1,0,0,0
"17221","Lost/FoundProperty","2019-06-12","2019","June","23","Fri",21,0,1,0,0,0
"17222","Lost/FoundProperty","2019-06-12","2019","June","22","Fri",21,0,1,0,0,0
"17223","Suspicious Activity","2019-06-12","2019","June","21","Fri",21,0,1,0,0,0
"17224","Hit and Run","2019-06-12","2019","June","21","Fri",21,0,1,0,0,0
"17225","Burglary","2019-06-12","2019","June","21","Fri",21,0,1,0,0,0
"17226","Assault Simple","2019-06-12","2019","June","21","Fri",21,0,1,0,0,0
"17227","Hit and Run","2019-06-12","2019","June","19","Fri",21,0,1,0,0,0
"17228","Vandalism","2019-06-12","2019","June","18","Fri",21,0,1,0,0,0
"17229","Shots Fired/Illegal Hunting","2019-06-12","2019","June","18","Fri",21,1,0,0,0,1
"17230","Burglary","2019-06-12","2019","June","16","Fri",21,0,1,0,0,0
"17231","Larceny - From Motor Vehicle","2019-06-12","2019","June","16","Fri",21,0,1,0,0,0
"17232","Lost/FoundProperty","2019-06-12","2019","June","15","Fri",21,0,1,0,0,0
"17233","Assault Aggravated","2019-06-12","2019","June","14","Fri",21,0,1,0,0,0
"17234","Lost/FoundProperty","2019-06-12","2019","June","14","Fri",21,0,1,0,0,0
"17235","Accident Property Damage","2019-06-12","2019","June","13","Fri",21,0,1,0,0,0
"17236","Accident w/Injuries","2019-06-12","2019","June","12","Fri",21,0,1,0,0,0
"17237","Larceny - Of Veh Parts/Access","2019-06-12","2019","June","12","Fri",21,0,1,0,0,0
"17238","Burglary","2019-06-12","2019","June","09","Fri",21,0,1,0,0,0
"17239","Shots Fired/Illegal Hunting","2019-06-12","2019","June","05","Fri",21,1,0,0,0,1
"17240","Larceny - All Other","2019-06-12","2019","June","01","Fri",21,0,1,0,0,0
"17241","Suspicious Activity","2019-06-12","2019","June","00","Fri",21,0,1,0,0,0
"17242","Trespass","2019-06-11","2019","June","22","Thurs",12,0,1,0,0,0
"17243","Hit and Run","2019-06-11","2019","June","21","Thurs",12,0,1,0,0,0
"17244","Vandalism","2019-06-11","2019","June","19","Thurs",12,0,1,0,0,0
"17245","Assault Simple","2019-06-11","2019","June","19","Thurs",12,0,1,0,0,0
"17246","Misc - Non-Criminal Call","2019-06-11","2019","June","18","Thurs",12,0,1,0,0,0
"17247","Fraud-false pretense","2019-06-11","2019","June","17","Thurs",12,0,1,0,0,0
"17248","Larceny - From Motor Vehicle","2019-06-11","2019","June","16","Thurs",12,0,1,0,0,0
"17249","Death Investigation - DOA","2019-06-11","2019","June","15","Thurs",12,0,1,0,0,0
"17250","Assist Citizen - Mental/TDO/ECO","2019-06-11","2019","June","15","Thurs",12,0,1,0,0,0
"17251","Hit and Run","2019-06-11","2019","June","15","Thurs",12,0,1,0,0,0
"17252","Larceny - Theft from Building","2019-06-11","2019","June","13","Thurs",12,0,1,0,0,0
"17253","Assist Citizen - Mental/TDO/ECO","2019-06-11","2019","June","02","Thurs",12,0,1,0,0,0
"17254","Hit and Run","2019-06-10","2019","June","22","Wed",15,0,1,0,0,0
"17255","Hit and Run","2019-06-10","2019","June","21","Wed",15,0,1,0,0,0
"17256","Forgery/Counterfeiting","2019-06-10","2019","June","20","Wed",15,0,1,0,0,0
"17257","Suspicious Activity","2019-06-10","2019","June","19","Wed",15,0,1,0,0,0
"17258","Suspicious Activity","2019-06-10","2019","June","19","Wed",15,0,1,0,0,0
"17259","Lost/FoundProperty","2019-06-10","2019","June","18","Wed",15,0,1,0,0,0
"17260","Lost/FoundProperty","2019-06-10","2019","June","17","Wed",15,0,1,0,0,0
"17261","Suspicious Activity","2019-06-10","2019","June","17","Wed",15,0,1,0,0,0
"17262","Hit and Run","2019-06-10","2019","June","14","Wed",15,0,1,0,0,0
"17263","Fraud-false pretense","2019-06-10","2019","June","14","Wed",15,0,1,0,0,0
"17264","Larceny - All Other","2019-06-10","2019","June","14","Wed",15,0,1,0,0,0
"17265","Animal - Bite","2019-06-10","2019","June","12","Wed",15,0,1,0,0,0
"17266","Accident Private Property","2019-06-10","2019","June","12","Wed",15,0,1,0,0,0
"17267","Animal Complaint","2019-06-10","2019","June","02","Wed",15,0,1,0,0,0
"17268","Assist Citizen - Mental/TDO/ECO","2019-06-10","2019","June","02","Wed",15,0,1,0,0,0
"17269","Hit and Run","2019-06-09","2019","June","19","Tues",11,0,1,0,0,0
"17270","Suspicious Person","2019-06-09","2019","June","18","Tues",11,0,1,0,0,0
"17271","Larceny - Theft from Building","2019-06-09","2019","June","17","Tues",11,0,1,0,0,0
"17272","Suspicious Activity","2019-06-09","2019","June","16","Tues",11,0,1,0,0,0
"17273","Vandalism","2019-06-09","2019","June","14","Tues",11,0,1,0,0,0
"17274","Hit and Run","2019-06-09","2019","June","13","Tues",11,0,1,0,0,0
"17275","Larceny - All Other","2019-06-09","2019","June","13","Tues",11,0,1,0,0,0
"17276","Accident w/Injuries","2019-06-09","2019","June","07","Tues",11,0,1,0,0,0
"17277","Lost/FoundProperty","2019-06-09","2019","June","05","Tues",11,0,1,0,0,0
"17278","Drug/Narcotics Violation","2019-06-09","2019","June","02","Tues",11,0,1,0,0,0
"17279","Assault Simple","2019-06-09","2019","June","00","Tues",11,0,1,0,0,0
"17280","Death Investigation - DOA","2019-06-08","2019","June","23","Mon",14,0,1,0,0,0
"17281","Assist Citizen - Misc","2019-06-08","2019","June","19","Mon",14,0,1,0,0,0
"17282","Comm Relations Initiative - CRI","2019-06-08","2019","June","18","Mon",14,0,1,0,0,0
"17283","Assault Aggravated","2019-06-08","2019","June","17","Mon",14,0,1,0,0,0
"17284","Suspicious Activity","2019-06-08","2019","June","17","Mon",14,0,1,0,0,0
"17285","Larceny - All Other","2019-06-08","2019","June","16","Mon",14,0,1,0,0,0
"17286","Larceny - Of Veh Parts/Access","2019-06-08","2019","June","15","Mon",14,0,1,0,0,0
"17287","Larceny - All Other","2019-06-08","2019","June","13","Mon",14,0,1,0,0,0
"17288","Comm Relations Initiative - CRI","2019-06-08","2019","June","13","Mon",14,0,1,0,0,0
"17289","Assault Simple","2019-06-08","2019","June","13","Mon",14,0,1,0,0,0
"17290","Assist Citizen - Mental/TDO/ECO","2019-06-08","2019","June","12","Mon",14,0,1,0,0,0
"17291","Disorderly Conduct","2019-06-08","2019","June","04","Mon",14,0,1,0,0,0
"17292","Assist Citizen - Mental/TDO/ECO","2019-06-08","2019","June","02","Mon",14,0,1,0,0,0
"17293","Larceny - Shoplifitng","2019-06-08","2019","June","00","Mon",14,0,1,0,0,0
"17294","Larceny - All Other","2019-06-07","2019","June","20","Sun",15,0,1,0,0,0
"17295","Vandalism","2019-06-07","2019","June","20","Sun",15,0,1,0,0,0
"17296","Lost/FoundProperty","2019-06-07","2019","June","19","Sun",15,0,1,0,0,0
"17297","Hit and Run","2019-06-07","2019","June","18","Sun",15,0,1,0,0,0
"17298","Larceny - Shoplifitng","2019-06-07","2019","June","17","Sun",15,0,1,0,0,0
"17299","Hit and Run","2019-06-07","2019","June","16","Sun",15,0,1,0,0,0
"17300","Assault Simple","2019-06-07","2019","June","14","Sun",15,0,1,0,0,0
"17301","Larceny - From Motor Vehicle","2019-06-07","2019","June","13","Sun",15,0,1,0,0,0
"17302","Vandalism","2019-06-07","2019","June","13","Sun",15,0,1,0,0,0
"17303","Larceny - All Other","2019-06-07","2019","June","13","Sun",15,0,1,0,0,0
"17304","Animal - Bite","2019-06-07","2019","June","11","Sun",15,0,1,0,0,0
"17305","Assault Aggravated","2019-06-07","2019","June","06","Sun",15,0,1,0,0,0
"17306","Narcotics","2019-06-07","2019","June","03","Sun",15,0,1,0,0,0
"17307","Assault Simple","2019-06-07","2019","June","02","Sun",15,0,1,0,0,0
"17308","Larceny - All Other","2019-06-07","2019","June","00","Sun",15,0,1,0,0,0
"17309","Larceny - Shoplifitng","2019-06-06","2019","June","23","Sat",19,0,1,0,0,0
"17310","Larceny - Shoplifitng","2019-06-06","2019","June","20","Sat",19,0,1,0,0,0
"17311","Burglary","2019-06-06","2019","June","19","Sat",19,0,1,0,0,0
"17312","Larceny - From Motor Vehicle","2019-06-06","2019","June","17","Sat",19,0,1,0,0,0
"17313","Stalking","2019-06-06","2019","June","17","Sat",19,0,1,0,0,0
"17314","Larceny - From Motor Vehicle","2019-06-06","2019","June","16","Sat",19,0,1,0,0,0
"17315","Larceny - All Other","2019-06-06","2019","June","15","Sat",19,0,1,0,0,0
"17316","Suspicious Activity","2019-06-06","2019","June","15","Sat",19,0,1,0,0,0
"17317","Misc - Criminal Call","2019-06-06","2019","June","13","Sat",19,0,1,0,0,0
"17318","Misc - Non-Criminal Call","2019-06-06","2019","June","12","Sat",19,0,1,0,0,0
"17319","Burglary","2019-06-06","2019","June","07","Sat",19,0,1,0,0,0
"17320","Burglary","2019-06-06","2019","June","07","Sat",19,0,1,0,0,0
"17321","Assault Simple","2019-06-06","2019","June","06","Sat",19,0,1,0,0,0
"17322","Burglary","2019-06-06","2019","June","06","Sat",19,0,1,0,0,0
"17323","Runaway","2019-06-06","2019","June","04","Sat",19,0,1,0,0,0
"17324","Runaway","2019-06-06","2019","June","04","Sat",19,0,1,0,0,0
"17325","Larceny - Shoplifitng","2019-06-06","2019","June","01","Sat",19,0,1,0,0,0
"17326","Assault Simple","2019-06-06","2019","June","01","Sat",19,0,1,0,0,0
"17327","Vandalism","2019-06-06","2019","June","00","Sat",19,0,1,0,0,0
"17328","Assault Simple","2019-06-05","2019","June","23","Fri",15,0,1,0,0,0
"17329","Assault Simple","2019-06-05","2019","June","22","Fri",15,0,1,0,0,0
"17330","Larceny - From Motor Vehicle","2019-06-05","2019","June","20","Fri",15,0,1,0,0,0
"17331","Larceny - All Other","2019-06-05","2019","June","19","Fri",15,0,1,0,0,0
"17332","Disorderly Conduct","2019-06-05","2019","June","19","Fri",15,0,1,0,0,0
"17333","Drunkeness DIP","2019-06-05","2019","June","17","Fri",15,0,1,0,0,0
"17334","Larceny - Shoplifitng","2019-06-05","2019","June","16","Fri",15,0,1,0,0,0
"17335","Death Investigation - DOA","2019-06-05","2019","June","16","Fri",15,0,1,0,0,0
"17336","Lost/FoundProperty","2019-06-05","2019","June","13","Fri",15,0,1,0,0,0
"17337","Vandalism","2019-06-05","2019","June","07","Fri",15,0,1,0,0,0
"17338","Assist Agency - Backup/Assist","2019-06-05","2019","June","05","Fri",15,0,1,0,0,0
"17339","Assault Simple","2019-06-05","2019","June","04","Fri",15,0,1,0,0,0
"17340","Burglary","2019-06-05","2019","June","03","Fri",15,0,1,0,0,0
"17341","Assault Simple","2019-06-05","2019","June","01","Fri",15,0,1,0,0,0
"17342","Larceny - All Other","2019-06-05","2019","June","00","Fri",15,0,1,0,0,0
"17343","Lost/FoundProperty","2019-06-04","2019","June","22","Thurs",9,0,1,0,0,0
"17344","Fraud-false pretense","2019-06-04","2019","June","21","Thurs",9,0,1,0,0,0
"17345","Drug/Narcotics Violation","2019-06-04","2019","June","18","Thurs",9,0,1,0,0,0
"17346","Misc - Criminal Call","2019-06-04","2019","June","18","Thurs",9,0,1,0,0,0
"17347","Larceny - Theft from Building","2019-06-04","2019","June","15","Thurs",9,0,1,0,0,0
"17348","Larceny - From Motor Vehicle","2019-06-04","2019","June","14","Thurs",9,0,1,0,0,0
"17349","Fraud-false pretense","2019-06-04","2019","June","05","Thurs",9,0,1,0,0,0
"17350","Lost/FoundProperty","2019-06-04","2019","June","02","Thurs",9,0,1,0,0,0
"17351","Suspicious Activity","2019-06-04","2019","June","02","Thurs",9,0,1,0,0,0
"17352","Suspicious Activity","2019-06-03","2019","June","23","Wed",11,0,1,0,0,0
"17353","Assault Intimidation","2019-06-03","2019","June","22","Wed",11,0,1,0,0,0
"17354","Larceny - From Motor Vehicle","2019-06-03","2019","June","20","Wed",11,0,1,0,0,0
"17355","Assault Simple","2019-06-03","2019","June","18","Wed",11,0,1,0,0,0
"17356","Suspicious Activity","2019-06-03","2019","June","17","Wed",11,0,1,0,0,0
"17357","Larceny - All Other","2019-06-03","2019","June","17","Wed",11,0,1,0,0,0
"17358","Larceny - Of Veh Parts/Access","2019-06-03","2019","June","15","Wed",11,0,1,0,0,0
"17359","Comm Relations Initiative - CRI","2019-06-03","2019","June","13","Wed",11,0,1,0,0,0
"17360","Assault Simple","2019-06-03","2019","June","08","Wed",11,0,1,0,0,0
"17361","Lost/FoundProperty","2019-06-03","2019","June","07","Wed",11,0,1,0,0,0
"17362","Assault Simple","2019-06-03","2019","June","06","Wed",11,0,1,0,0,0
"17363","Assault Aggravated","2019-06-02","2019","June","23","Tues",15,0,1,0,0,0
"17364","Assault Simple","2019-06-02","2019","June","22","Tues",15,0,1,0,0,0
"17365","Hit and Run","2019-06-02","2019","June","22","Tues",15,0,1,0,0,0
"17366","Vandalism","2019-06-02","2019","June","17","Tues",15,0,1,0,0,0
"17367","Suspicious Activity","2019-06-02","2019","June","14","Tues",15,0,1,0,0,0
"17368","Larceny - From Motor Vehicle","2019-06-02","2019","June","14","Tues",15,0,1,0,0,0
"17369","Lost/FoundProperty","2019-06-02","2019","June","13","Tues",15,0,1,0,0,0
"17370","Suspicious Activity","2019-06-02","2019","June","13","Tues",15,0,1,0,0,0
"17371","Hit and Run","2019-06-02","2019","June","11","Tues",15,0,1,0,0,0
"17372","Burglary","2019-06-02","2019","June","09","Tues",15,0,1,0,0,0
"17373","Larceny - Shoplifitng","2019-06-02","2019","June","06","Tues",15,0,1,0,0,0
"17374","Assist Agency - Other","2019-06-02","2019","June","03","Tues",15,0,1,0,0,0
"17375","Missing Person-juvenile","2019-06-02","2019","June","02","Tues",15,0,1,0,0,0
"17376","Assist Citizen - Mental/TDO/ECO","2019-06-02","2019","June","02","Tues",15,0,1,0,0,0
"17377","Suspicious Activity","2019-06-02","2019","June","00","Tues",15,0,1,0,0,0
"17378","Larceny - Theft from Building","2019-06-01","2019","June","20","Mon",10,0,1,0,0,0
"17379","Lost/FoundProperty","2019-06-01","2019","June","20","Mon",10,0,1,0,0,0
"17380","Misc - Criminal Call","2019-06-01","2019","June","17","Mon",10,0,1,0,0,0
"17381","Larceny - Theft from Building","2019-06-01","2019","June","16","Mon",10,0,1,0,0,0
"17382","Assault Simple","2019-06-01","2019","June","15","Mon",10,0,1,0,0,0
"17383","Larceny - All Other","2019-06-01","2019","June","14","Mon",10,0,1,0,0,0
"17384","Larceny - From Motor Vehicle","2019-06-01","2019","June","13","Mon",10,0,1,0,0,0
"17385","Comm Relations Initiative - CRI","2019-06-01","2019","June","12","Mon",10,0,1,0,0,0
"17386","Disorderly Conduct","2019-06-01","2019","June","05","Mon",10,0,1,0,0,0
"17387","Missing Person-juvenile","2019-06-01","2019","June","01","Mon",10,0,1,0,0,0
"17388","Domestic Disturbance","2019-05-31","2019","May","23","Sun",15,0,1,0,0,0
"17389","Hit and Run","2019-05-31","2019","May","20","Sun",15,0,1,0,0,0
"17390","Hit and Run","2019-05-31","2019","May","20","Sun",15,0,1,0,0,0
"17391","Animal Complaint","2019-05-31","2019","May","19","Sun",15,0,1,0,0,0
"17392","Hit and Run","2019-05-31","2019","May","19","Sun",15,0,1,0,0,0
"17393","Suspicious Activity","2019-05-31","2019","May","18","Sun",15,0,1,0,0,0
"17394","Suspicious Activity","2019-05-31","2019","May","17","Sun",15,0,1,0,0,0
