RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
19557,Suspicious Activity,201900008662,2100,"MICHIE DR, 33",CPD,2019/04/03 20:54:17+00,1654,"Burchardt, Rudy"
19558,Assist Agency - Arrest/warrant,201900008654,1500,E HIGH ST,CPD,2019/04/03 19:13:19+00,1513,"Waddy, Tremayne"
19559,Lost/FoundProperty,201900008646,100,MARKET ST W,CPD,2019/04/03 18:50:07+00,1450,"Arndt, Brian"
19560,Assist Citizen - Mental/TDO/ECO,201900008644,1400,"MONTICELLO RD, 212",CPD,2019/04/03 18:49:11+00,1449,"McNerney, Todd"
19561,Burglary,201900008643,800,"HARRIS ST, A",CPD,2019/04/03 18:41:26+00,1441,"Trammell, Ryan"
19562,Assist Citizen - Mental/TDO/ECO,201900008641,400,"11TH ST NE, C21",CPD,2019/04/03 18:30:28+00,1430,"Jones, Larry"
19563,Shots Fired/Illegal Hunting,201900008640,,CONCORD AVE / HARRIS ST,CPD,2019/04/03 18:21:17+00,1421,"Jones, Larry"
19564,Vandalism,201900008651,600,W MAIN ST,CPD,2019/04/03 18:16:30+00,1416,"Chan, William"
19565,Assist Citizen - Mental/TDO/ECO,201900008637,800,CONCORD AVE,CPD,2019/04/03 17:44:14+00,1344,"Gower, Charles"
19566,Larceny - Shoplifitng,201900008627,100,SEMINOLE CT,CPD,2019/04/03 16:34:13+00,1234,"Gower, Charles"
19567,Liquor Law Violation,201900008613,200,E MAIN ST,CPD,2019/04/03 14:12:50+00,1012,"Bowlin, Jacob"
19568,Larceny - All Other,201900008574,900,CHARLTON AVE,CPD,2019/04/03 00:53:25+00,2053,"Burchardt, Rudy"
19569,Fraud-false pretense,201900008538,1800,WINSTON RD,CPD,2019/04/02 16:31:58+00,1231,"Wu, Tsun"
19570,Assist Agency - Other,201900008533,600,E MARKET ST,CPD,2019/04/02 15:39:37+00,1139,"Jones, Mark"
19571,Accident Property Damage,201900008521,,GRADY AVE @ PRESTON PL,CPD,2019/04/02 12:25:37+00,0825,"Bowlin, Jacob"
19572,Assist Citizen - Mental/TDO/ECO,201900008511,100,E MARKET ST,CPD,2019/04/02 07:28:34+00,0328,"Bise, Collin"
19573,Driving Under the Influence,201900008510,1100,5TH ST SW,CPD,2019/04/02 05:35:54+00,0135,"Blank, Alexander"
19574,Larceny - From Motor Vehicle,201900008506,400,"COMMERCE ST, A",CPD,2019/04/02 04:40:18+00,0040,"Blackwell, Kyle"
19575,Driving Under the Influence,201900008491,400,10TH ST NW,CPD,2019/04/02 01:00:30+00,2100,"Sprouse, David"
19576,Comm Relations Initiative - CRI,201900008485,800,CHERRY AVE,CPD,2019/04/01 23:39:16+00,1939,"Quinlan, Richard"
19577,Hit and Run,201900008480,200,E WATER ST,CPD,2019/04/01 23:06:06+00,1906,"Raines, Christopher"
19578,Hit and Run,201900008478,200,14TH ST NW,CPD,2019/04/01 22:51:09+00,1851,"Waddy, Tremayne"
19579,Lost/FoundProperty,201900008476,500,14TH ST NW,CPD,2019/04/01 22:28:00+00,1828,"Stayments, Ronald "
19580,Motor Vehicle Theft,201900008479,,OLD LYNCHBURG RD / MIDDLETON LN,CPD,2019/04/01 22:25:20+00,1825,"Thelen, Rebecca"
19581,Lost/FoundProperty,201900008471,600,E MARKET ST,CPD,2019/04/01 21:50:56+00,1750,"Stayments, Ronald "
19582,Larceny - From Motor Vehicle,201900008468,700,"PRESTON AVE, A",CPD,2019/04/01 21:32:18+00,1732,"Chan, William"
19583,Comm Relations Initiative - CRI,201900008466,600,E MARKET ST,CPD,2019/04/01 21:13:32+00,1713,"Quinlan, Richard"
19584,Comm Relations Initiative - CRI,201900008458,800,HARDY DR,CPD,2019/04/01 19:38:24+00,1538,"Quinlan, Richard"
19585,Fraud-false pretense,201900008456,300,"15TH ST NW, 2B",CPD,2019/04/01 19:16:04+00,1516,"Newton, Arla"
19586,Assault Simple,201900008455,900,SEMINOLE TRL,CPD,2019/04/01 19:15:08+00,1515,"Salyer, Jill"
19587,Fraud-credit card,201900008453,200,MAIN ST,CPD,2019/04/01 18:33:35+00,1433,"Bowlin, Jacob"
19588,Larceny - From Motor Vehicle,201900008451,800,ESTES ST,CPD,2019/04/01 18:26:13+00,1426,"Hiner, Kim"
19589,Assault Simple,201900008449,100,BURNET ST,CPD,2019/04/01 17:46:41+00,1346,"Holley, Barrett"
19590,Motor Vehicle Theft,201900008446,1100,EMMET ST N,CPD,2019/04/01 17:31:30+00,1331,"Burnett, James"
19591,Suspicious Activity,201900008444,1700,EMMET ST N,CPD,2019/04/01 17:05:25+00,1305,"Belinski, Thomas"
19592,Suspicious Activity,201900008436,800,ST CLAIR AVE,CPD,2019/04/01 16:11:29+00,1211,"Hamill, Annmarie"
19593,Assist Agency - Other,201900008426,600,E MARKET ST,CPD,2019/04/01 14:26:31+00,1026,"Jones, Mark"
19594,Suspicious Activity,201900008427,400,E MARKET ST,CPD,2019/04/01 14:15:47+00,1015,"Bowlin, Jacob"
19595,Larceny - Of Veh Parts/Access,201900008425,1200,W MAIN ST,CPD,2019/04/01 13:55:33+00,0955,"Arndt, Brian"
19596,Hit and Run,201900008422,1200,"WERTLAND ST, 9",CPD,2019/04/01 13:52:25+00,0952,"Burnett, James"
19597,Hit and Run,201900008419,200,14TH ST NW,CPD,2019/04/01 13:51:11+00,0951,"Newton, Arla"
19598,Larceny - All Other,201900008415,100,"WITTON CT, 108",CPD,2019/04/01 13:30:11+00,0930,"Newton, Arla"
19599,Vandalism,201900008406,1100,EMMET ST N,CPD,2019/04/01 12:07:35+00,0807,"Belinski, Thomas"
19600,Lost/FoundProperty,201900008389,,MAIN ST @ 14TH ST,CPD,2019/04/01 04:37:43+00,0037,"Joiner, Chaka"
19601,Assist Citizen - Mental/TDO/ECO,201900008377,500,E MARKET ST,CPD,2019/04/01 01:29:10+00,2129,"Sclafani, William"
19602,Comm Relations Initiative - CRI,201900008375,700,CHERRY AVE,CPD,2019/04/01 01:08:45+00,2108,"Quinlan, Richard"
19603,Suspicious Activity,201900008364,1300,CARLTON AVE,CPD,2019/03/31 23:08:08+00,1908,"Maney, Edward"
19604,Lost/FoundProperty,201900008359,1400,UNIVERSITY AVE,CPD,2019/03/31 22:35:34+00,1835,"Blank, Alexander"
19605,Comm Relations Initiative - CRI,201900008354,1200,AVON ST,CPD,2019/03/31 22:02:28+00,1802,"Maney, Edward"
19606,Lost/FoundProperty,201900008350,400,RIDGE MCINTIRE RD,CPD,2019/03/31 21:27:27+00,1727,"Raines, Christopher"
19607,Vandalism,201900008355,2200,"NORTH BERKSHIRE RD, 1",CPD,2019/03/31 21:26:44+00,1726,"Motto, Joshua "
19608,Vandalism,201900008353,2200,"NORTH BERKSHIRE RD, 1",CPD,2019/03/31 21:26:44+00,1726,"Motto, Joshua "
19609,Suspicious Activity,201900008347,1800,WINSTON RD,CPD,2019/03/31 21:09:03+00,1709,"Chan, William"
19610,Narcotics,201900008343,1200,LONG ST,CPD,2019/03/31 20:07:56+00,1607,"Raines, Christopher"
19611,Vandalism,201900008340,300,10TH ST NW,CPD,2019/03/31 19:35:56+00,1535,"Gower, Charles"
19612,Hit and Run,201900008336,900,HENRY AVE,CPD,2019/03/31 19:04:53+00,1504,"Maney, Edward"
19613,Misc - Criminal Call,201900008330,600,MARKET ST,CPD,2019/03/31 17:38:36+00,1338,"Barbour, Tremaine"
19614,Assist Citizen - Mental/TDO/ECO,201900008327,1100,ST CLAIR AVE,CPD,2019/03/31 17:20:08+00,1320,"Holley, Barrett"
19615,Larceny - All Other,201900008341,800,W MAIN ST,CPD,2019/03/31 17:12:43+00,1312,"Barbour, Tremaine"
19616,Fraud-false pretense,201900008323,1200,BELLEVIEW AVE,CPD,2019/03/31 16:43:14+00,1243,"Barbour, Tremaine"
19617,Motor Vehicle Theft,201900008322,700,DELEVAN ST,CPD,2019/03/31 16:00:09+00,1200,"McNerney, Todd"
19618,Lost/FoundProperty,201900008321,200,WATER ST,CPD,2019/03/31 15:41:27+00,1141,"Barbour, Tremaine"
19619,Accident w/Injuries,201900008320,300,HIGH ST,CPD,2019/03/31 15:24:18+00,1124,"Gower, Charles"
19620,Assault Simple,201900008318,500,RIVES ST,CPD,2019/03/31 14:59:56+00,1059,"Holley, Barrett"
19621,Lost/FoundProperty,201900008308,,UNIVERSITY AVE / 14TH ST NW,CPD,2019/03/31 10:04:28+00,0604,"Joiner, Chaka"
19622,Driving Under the Influence,201900008300,300,250 BYPASS,CPD,2019/03/31 06:29:52+00,0229,"Blank, Alexander"
19623,Vandalism,201900008295,500,E MARKET ST,CPD,2019/03/31 05:52:39+00,0152,"Bowers, Justin"
19624,Comm Relations Initiative - CRI,201900008282,900,1ST ST,CPD,2019/03/31 03:16:47+00,2316,"Maney, Edward"
19625,Comm Relations Initiative - CRI,201900008280,1400,UNIVERSITY AVE,CPD,2019/03/31 03:08:51+00,2308,"Quinlan, Richard"
19626,Vandalism,201900008260,500,RIDGE ST,CPD,2019/03/30 23:56:42+00,1956,"Maney, Edward"
19627,Comm Relations Initiative - CRI,201900008255,1000,PRESTON AVE,CPD,2019/03/30 22:50:36+00,1850,"Houchens, Logan"
19628,Death Investigation - DOA,201900008245,1000,GRADY AVE,CPD,2019/03/30 21:40:22+00,1740,"Quinlan, Richard"
19629,Misc - Criminal Call,201900008241,200,RIDGE MCINTIRE RD,CPD,2019/03/30 20:51:45+00,1651,"Barbour, Tremaine"
19630,Assault Simple,201900008233,,BOLLING AVE / AVON ST,CPD,2019/03/30 19:44:01+00,1544,"Holley, Barrett"
19631,Lost/FoundProperty,201900008225,1300,LONG ST,CPD,2019/03/30 17:45:03+00,1345,"Barbour, Tremaine"
19632,Larceny - All Other,201900008217,,FRANKLIN ST / NASSAU ST,CPD,2019/03/30 16:44:12+00,1244,"Holley, Barrett"
19633,Assault Simple,201900008214,100,MARKET ST,CPD,2019/03/30 16:23:22+00,1223,"Barbour, Tremaine"
19634,Larceny - All Other,201900008211,700,CYNTHIANNA AVE,CPD,2019/03/30 16:02:51+00,1202,"Belinski, Thomas"
19635,Larceny - From Motor Vehicle,201900008203,,UNIVERSITY AVE / CULBRETH RD,CPD,2019/03/30 15:23:09+00,1123,"Burnett, James"
19636,Larceny - All Other,201900008201,300,W MAIN ST,CPD,2019/03/30 14:50:50+00,1050,"Barbour, Tremaine"
19637,Larceny - From Motor Vehicle,201900008177,300,MAIN ST,CPD,2019/03/30 05:49:34+00,0149,"Joiner, Chaka"
19638,Missing Person-juvenile,201900008162,500,PATON ST,CPD,2019/03/30 03:15:23+00,2315,"Blackwell, Kyle"
19639,Suspicious Activity,201900008152,,GREEN ST / ROUGEMONT AVE,CPD,2019/03/30 01:45:18+00,2145,"Maney, Edward"
19640,Assault Simple,201900008150,900,W MAIN ST,CPD,2019/03/30 01:39:38+00,2139,"Jaeger, Jeffrey"
19641,Larceny - All Other,201900008142,1900,"ARLINGTON BLVD, 10A",CPD,2019/03/29 23:24:29+00,1924,"Burchardt, Rudy"
19642,Comm Relations Initiative - CRI,201900008139,1600,MERIDIAN ST,CPD,2019/03/29 23:23:04+00,1923,"Maney, Edward"
19643,Comm Relations Initiative - CRI,201900008123,800,HARDY DR,CPD,2019/03/29 21:20:12+00,1720,"Quinlan, Richard"
19644,Suspicious Activity,201900008114,600,E MAIN ST,CPD,2019/03/29 18:54:55+00,1454,"Stutzman, David "
19645,Vandalism,201900008106,1500,"VIRGINIA AVE, 101",CPD,2019/03/29 17:55:37+00,1355,"Trammell, Ryan"
19646,Assist Agency - Other,201900008107,1200,"W MAIN ST, 6267",CPD,2019/03/29 17:45:45+00,1345,"Thomas, Eric"
19647,Hit and Run,201900008096,1700,UNIVERSITY AVE,CPD,2019/03/29 16:27:50+00,1227,"Thomas, Eric"
19648,Suspicious Activity,201900008085,100,LONGWOOD DR,CPD,2019/03/29 15:00:26+00,1100,"Hamill, Annmarie"
19649,Lost/FoundProperty,201900008081,1300,JOHN ST,CPD,2019/03/29 14:39:47+00,1039,"Trammell, Ryan"
19650,Comm Relations Initiative - CRI,201900008074,900,BOLLING AVE,CPD,2019/03/29 13:56:30+00,0956,"Holley, Barrett"
19651,Trespass,201900008072,800,E HIGH ST,CPD,2019/03/29 13:00:10+00,0900,"Marshall, Shawn"
19652,Accident - w/out Injuries,201900008014,1900,EMMET ST N,CPD,2019/03/28 21:48:06+00,1748,"Burchardt, Rudy"
19653,Comm Relations Initiative - CRI,201900008002,200,"CARLTON RD, 15",CPD,2019/03/28 20:25:01+00,1625,"Maney, Edward"
19654,Comm Relations Initiative - CRI,201900008000,500,CHERRY AVE,CPD,2019/03/28 20:11:39+00,1611,"Lee, Chandler"
19655,Warrant Service,201900007995,400,EMMET ST S,CPD,2019/03/28 19:33:50+00,1533,"Jaeger, Jeffrey"
19656,Death Investigation - DOA,201900007988,800,RAYMOND RD,CPD,2019/03/28 18:47:35+00,1447,"Bowlin, Jacob"
19657,Hit and Run,201900007989,1400,WESTWOOD RD,CPD,2019/03/28 18:35:24+00,1435,"Gower, Charles"
19658,Suspicious Activity,201900007987,1600,BRUCE AVE,CPD,2019/03/28 18:27:28+00,1427,"Arndt, Brian"
19659,Assault Simple,201900007985,1500,DAIRY RD,CPD,2019/03/28 17:54:43+00,1354,"Shiflett, Tammy"
19660,Comm Relations Initiative - CRI,201900007978,800,HARDY DR,CPD,2019/03/28 16:41:53+00,1241,"Thomas, Eric"
19661,Assault Simple,201900007970,600,E MARKET ST,CPD,2019/03/28 15:01:29+00,1101,"Marshall, Shawn"
19662,Assisted on Prev Reported,201900007969,1500,"GREEN ST, 2",CPD,2019/03/28 14:01:51+00,1001,"Bowlin, Jacob"
19663,Hit and Run,201900007961,1500,UNIVERSITY AVE,CPD,2019/03/28 11:05:07+00,0705,"Adams, Jonathan"
19664,Sex Offense-forcible fondling,201900007944,300,"15TH ST NW, 1006",CPD,2019/03/28 03:15:10+00,2315,"Adams, Jonathan"
19665,Assist Citizen - Mental/TDO/ECO,201900007940,800,"MAIN ST, 513",CPD,2019/03/28 02:15:30+00,2215,"Wagner, Christopher "
19666,Assault Simple,201900007938,300,MAIN ST,CPD,2019/03/28 02:00:18+00,2200,"Houchens, Logan"
19667,Vandalism,201900007939,300,"10TH ST NW, D",CPD,2019/03/28 02:00:02+00,2200,"Bowers, Justin"
19668,Larceny - Of Veh Parts/Access,201900007931,900,PRESTON AVE,CPD,2019/03/28 00:09:19+00,2009,"Bowers, Justin"
19669,Comm Relations Initiative - CRI,201900007930,1500,E HIGH ST,CPD,2019/03/27 23:59:27+00,1959,"Wagner, Christopher "
19670,Assist Citizen - Mental/TDO/ECO,201900007929,500,"1ST ST, 415",CPD,2019/03/27 23:16:30+00,1916,"Sprouse, David"
19671,Assault Simple,201900007922,800,ST CHARLES AVE,CPD,2019/03/27 22:22:17+00,1822,"Wagner, Christopher "
19672,Comm Relations Initiative - CRI,201900007921,400,QUARRY RD,CPD,2019/03/27 22:05:32+00,1805,"Lee, Chandler"
19673,Assist Agency - Other,201900007902,600,E MARKET ST,CPD,2019/03/27 19:56:22+00,1556,"Jones, Mark"
19674,Hit and Run,201900007901,200,ZAN RD,CPD,2019/03/27 19:07:01+00,1507,"Motto, Joshua "
19675,Hit and Run,201900007895,1100,EMMET ST,CPD,2019/03/27 17:20:35+00,1320,"Thomas, Eric"
19676,Hit and Run,201900007893,,JEFFERSON PARK AVE @ OBSERVATORY AVE,CPD,2019/03/27 17:00:11+00,1300,"Motto, Joshua "
19677,Larceny - Shoplifitng,201900007886,1600,EMMET ST N,CPD,2019/03/27 15:47:39+00,1147,"Belinski, Thomas"
19678,Assist Citizen - Mental/TDO/ECO,201900007872,700,"PROSPECT AVE, K",CPD,2019/03/27 13:12:22+00,0912,"Cundiff, Ross"
19679,Assist Citizen - Mental/TDO/ECO,201900007871,100,GILDERSLEEVE WOOD,CPD,2019/03/27 12:41:25+00,0841,"Motto, Joshua "
19680,Hit and Run,201900007868,1900,JEFFERSON PARK AVE,CPD,2019/03/27 11:42:37+00,0742,"Motto, Joshua "
19681,Lost/FoundProperty,201900007850,600,E MARKET ST,CPD,2019/03/27 00:16:32+00,2016,"Wagner, Christopher "
19682,Larceny - Shoplifitng,201900007846,500,W MAIN ST,CPD,2019/03/26 23:32:00+00,1932,"Quinlan, Richard"
19683,Burglary,201900007848,500,STONEHENGE AVE,CPD,2019/03/26 23:30:12+00,1930,"Roberts, David"
19684,Suspicious Activity,201900007842,900,MONTROSE AVE,CPD,2019/03/26 22:26:13+00,1826,"Roberts, David"
19685,Vandalism,201900007838,100,"CHANCELLOR ST, 5",CPD,2019/03/26 21:40:30+00,1740,"Chan, William"
19686,Assist Citizen - Mental/TDO/ECO,201900007835,400,"OAK ST, 2",CPD,2019/03/26 20:35:05+00,1635,"Chan, William"
19687,Death Investigation - DOA,201900007833,800,"PAGE ST, B",CPD,2019/03/26 19:52:58+00,1552,"Quinlan, Richard"
19688,Assault Simple,201900007831,900,NASSAU ST,CPD,2019/03/26 19:47:42+00,1547,"Roberts, David"
19689,Assist Agency - Other,201900007826,600,E MARKET ST,CPD,2019/03/26 19:12:41+00,1512,"Jones, Mark"
19690,Assault Simple,201900007825,1400,MELBOURNE RD,CPD,2019/03/26 19:09:32+00,1509,"McKeown, Kaitlyn"
19691,Vandalism,201900007822,1500,DAIRY RD,CPD,2019/03/26 18:21:39+00,1421,"Shiflett, Tammy"
19692,Suspicious Activity,201900007809,2300,FONTAINE AVE,CPD,2019/03/26 15:41:16+00,1141,"Wu, Tsun"
19693,Assist Agency - Other,201900007808,600,E MARKET ST,CPD,2019/03/26 15:33:52+00,1133,"Jones, Mark"
19694,Larceny - All Other,201900007804,400,"4TH ST NW, 111",CPD,2019/03/26 14:58:50+00,1058,"Marshall, Shawn"
19695,Assault Simple,201900007800,600,LEXINGTON AVE,CPD,2019/03/26 14:16:13+00,1016,"Hamill, Annmarie"
19696,Assist Citizen - Mental/TDO/ECO,201900007796,100,W MARKET ST,CPD,2019/03/26 13:43:21+00,0943,"Bowlin, Jacob"
19697,Accident Property Damage,201900007790,400,DICE ST,CPD,2019/03/26 12:00:06+00,0800,"Pendleton, Eric"
19698,Trespass,201900007788,100,W MARKET ST,CPD,2019/03/26 11:17:52+00,0717,"Freivald, Jon"
19699,Animal Complaint,201900007781,300,250 BYPASS,CPD,2019/03/26 09:29:07+00,0529,"Blank, Alexander"
19700,Larceny - All Other,201900007754,1800,MONTICELLO RD,CPD,2019/03/25 23:59:34+00,1959,"Roberts, David"
19701,Assist Citizen - Mental/TDO/ECO,201900007741,100,W MARKET ST,CPD,2019/03/25 21:44:48+00,1744,"Quinlan, Richard"
19702,Larceny - Shoplifitng,201900007748,1100,MILLMONT ST,CPD,2019/03/25 21:11:47+00,1711,"Sprouse, David"
19703,Larceny - Shoplifitng,201900007749,1100,MILLMONT ST,CPD,2019/03/25 21:11:47+00,1711,"Sprouse, David"
19704,Comm Relations Initiative - CRI,201900007733,800,ESTES ST,CPD,2019/03/25 20:31:29+00,1631,"Quinlan, Richard"
19705,Hit and Run,201900007736,,AVON ST / BELMONT COTTAGE LN,CPD,2019/03/25 20:30:11+00,1630,"Holley, Barrett"
19706,Traffic - Traffic Hazard,201900007731,1100,EMMET ST N,CPD,2019/03/25 20:14:46+00,1614,"Sprouse, David"
19707,Missing Person-adult,201900007726,100,W MARKET ST,CPD,2019/03/25 19:48:58+00,1548,"Raines, Christopher"
19708,Misc - Criminal Call,201900007713,1500,DAIRY RD,CPD,2019/03/25 17:48:00+00,1348,"Shiflett, Tammy"
19709,Larceny - All Other,201900007710,1300,W MAIN ST,CPD,2019/03/25 16:17:55+00,1217,"Motto, Joshua "
19710,Larceny - From Motor Vehicle,201900007693,600,WATSON AVE,CPD,2019/03/25 11:31:16+00,0731,"Newton, Arla"
19711,Vandalism,201900007689,700,CARGIL LN,CPD,2019/03/25 11:09:56+00,0709,"Newton, Arla"
19712,Disorderly Conduct,201900007686,400,"4TH ST NW, 213",CPD,2019/03/25 10:34:12+00,0634,"Byrd, Timothy"
19713,Runaway,201900007677,500,PARK ST,CPD,2019/03/25 04:58:45+00,0058,"Morris, William "
19714,Runaway,201900007678,500,PARK ST,CPD,2019/03/25 04:58:45+00,0058,"Morris, William "
19715,Runaway,201900007679,500,PARK ST,CPD,2019/03/25 04:58:45+00,0058,"Morris, William "
19716,Assist Citizen - Mental/TDO/ECO,201900007670,600,"CABELL AVE, 2",CPD,2019/03/25 02:54:50+00,2254,"Bise, Collin"
19717,Disorderly Conduct,201900007663,100,"LANKFORD AVE, 2",CPD,2019/03/25 01:29:16+00,2129,"Roberts, David"
19718,Motor Vehicle Theft,201900007658,1000,WERTLAND ST,CPD,2019/03/25 00:42:18+00,2042,"Quinlan, Richard"
19719,Hit and Run,201900007656,200,MARKET ST,CPD,2019/03/24 22:59:53+00,1859,"Lee, Chandler"
19720,Comm Relations Initiative - CRI,201900007651,800,CHERRY AVE,CPD,2019/03/24 22:00:26+00,1800,"Quinlan, Richard"
19721,Comm Relations Initiative - CRI,201900007638,800,HARDY DR,CPD,2019/03/24 20:23:22+00,1623,"Quinlan, Richard"
19722,Comm Relations Initiative - CRI,201900007635,700,CHERRY AVE,CPD,2019/03/24 20:09:08+00,1609,"Quinlan, Richard"
19723,Lost/FoundProperty,201900007633,1100,"JOHN ST, A",CPD,2019/03/24 19:47:45+00,1547,"Waddy, Tremayne"
19724,Lost/FoundProperty,201900007629,100,MCCORMICK RD,CPD,2019/03/24 18:45:26+00,1445,"Motto, Joshua "
19725,Larceny - All Other,201900007628,100,14TH ST NW,CPD,2019/03/24 18:11:41+00,1411,"Newton, Arla"
19726,Assault Simple,201900007622,600,PRESTON AVE,CPD,2019/03/24 15:31:32+00,1131,"Newton, Arla"
19727,Death Investigation - DOA,201900007613,200,"MARKET ST, 1",CPD,2019/03/24 14:07:36+00,1007,"Chan, William"
19728,Assault Aggravated,201900007578,800,"CABELL AVE, H",CPD,2019/03/24 02:57:26+00,2257,"Morris, William "
19729,Comm Relations Initiative - CRI,201900007571,1800,MONTICELLO RD,CPD,2019/03/24 01:59:34+00,2159,"Maney, Edward"
19730,Vandalism,201900007563,1000,WERTLAND ST,CPD,2019/03/23 23:31:19+00,1931,"Quinlan, Richard"
19731,Motor Vehicle Theft,201900007542,700,ORANGEDALE AVE,CPD,2019/03/23 19:49:59+00,1549,"Thelen, Rebecca"
19732,Hit and Run,201900007532,,MCINTIRE RD / PRESTON AVE,CPD,2019/03/23 18:01:01+00,1401,"Barbour, Tremaine"
19733,Vandalism,201900007527,1300,WERTLAND ST,CPD,2019/03/23 17:43:30+00,1343,"Holley, Barrett"
19734,Comm Relations Initiative - CRI,201900007523,500,2ND ST SE,CPD,2019/03/23 17:02:11+00,1302,"Jones, Larry"
19735,Assist Agency - Other,201900007506,800,AVON ST,CPD,2019/03/23 14:42:20+00,1042,"Gower, Charles"
19736,Suspicious Activity,201900007497,1100,EMMET ST N,CPD,2019/03/23 12:20:27+00,0820,"Marshall, Shawn"
19737,Assault Aggravated,201900007495,700,ORANGEDALE AVE,CPD,2019/03/23 11:46:10+00,0746,"Curtis, David"
19738,Assist Citizen - Mental/TDO/ECO,201900007483,100,"CARROLLTON TER, J",CPD,2019/03/23 06:45:17+00,0245,"Fink, James"
19739,Hit and Run,201900007475,200,W MARKET ST,CPD,2019/03/23 06:08:41+00,0208,"Freivald, Jon"
19740,Vandalism,201900007472,200,5TH ST SW,CPD,2019/03/23 05:56:26+00,0156,"Pittman, Terry"
19741,Drunkeness DIP,201900007469,1400,UNIVERSITY AVE,CPD,2019/03/23 05:34:45+00,0134,"Joiner, Chaka"
19742,Disorderly Conduct,201900007450,,5TH ST SE / E WATER ST,CPD,2019/03/23 01:59:35+00,2159,"Houchens, Logan"
19743,Assault Simple,201900007430,900,RIVES ST,CPD,2019/03/22 22:57:47+00,1857,"Stein, Nathan"
19744,Suspicious Activity,201900007418,900,BLENHEIM AVE,CPD,2019/03/22 21:08:41+00,1708,"Maney, Edward"
19745,Larceny - From Motor Vehicle,201900007384,100,MAURY AVE,CPD,2019/03/22 15:32:57+00,1132,"Gower, Charles"
19746,Comm Relations Initiative - CRI,201900007369,200,ELLIOTT AVE,CPD,2019/03/22 14:38:11+00,1038,"Shiflett, Tammy"
19747,Burglary,201900007354,700,"6TH ST SE, D",CPD,2019/03/22 12:27:53+00,0827,"McNerney, Todd"
19748,Suspicious Activity,201900007343,900,ROUGEMONT AVE,CPD,2019/03/22 07:52:50+00,0352,"Joiner, Chaka"
19749,Comm Relations Initiative - CRI,201900007329,200,GARRETT ST,CPD,2019/03/22 02:57:32+00,2257,"Pleasants, Bradley"
19750,Comm Relations Initiative - CRI,201900007327,600,E MARKET ST,CPD,2019/03/22 02:49:19+00,2249,"Pleasants, Bradley"
19751,Comm Relations Initiative - CRI,201900007316,600,E MARKET ST,CPD,2019/03/22 01:01:08+00,2101,"ODonnell, Brian"
19752,Comm Relations Initiative - CRI,201900007317,600,E MARKET ST,CPD,2019/03/22 01:01:08+00,2101,"ODonnell, Brian"
19753,Comm Relations Initiative - CRI,201900007318,600,E MARKET ST,CPD,2019/03/22 01:01:08+00,2101,"ODonnell, Brian"
19754,Hit and Run,201900007312,900,EMMET ST N,CPD,2019/03/22 00:49:52+00,2049,"Burchardt, Rudy"
19755,Assist Citizen - Mental/TDO/ECO,201900007286,2100,MICHIE DR,CPD,2019/03/21 20:13:33+00,1613,"Burchardt, Rudy"
19756,Lost/FoundProperty,201900007279,300,14TH ST NW,CPD,2019/03/21 18:22:09+00,1422,"Arndt, Brian"
19757,Disorderly Conduct,201900007257,700,"PROSPECT AVE, H",CPD,2019/03/21 12:27:24+00,0827,"Woodzell, Logan"
19758,Assault Simple,201900007239,200,STRIBLING AVE,CPD,2019/03/21 03:16:32+00,2316,"Stein, Nathan"
19759,Hit and Run,201900007221,800,CHERRY AVE,CPD,2019/03/20 23:39:00+00,1939,"Chan, William"
19760,Missing Person-adult,201900007219,1600,"6TH ST SE, 36",CPD,2019/03/20 23:15:29+00,1915,"Roberts, David"
19761,Vandalism,201900007214,100,"CHANCELLOR ST, 6",CPD,2019/03/20 22:36:14+00,1836,"Pittman, Terry"
19762,Lost/FoundProperty,201900007212,1200,EMMET ST,CPD,2019/03/20 22:11:25+00,1811,"Burchardt, Rudy"
19763,Suspicious Activity,201900007208,800,"CABELL AVE, H",CPD,2019/03/20 21:25:50+00,1725,"Stein, Nathan"
19764,Suspicious Activity,201900007202,1400,MELBOURNE RD,CPD,2019/03/20 20:37:07+00,1637,"Hickey, Declan"
19765,Vandalism,201900007198,1000,"WERTLAND ST, 3",CPD,2019/03/20 20:07:21+00,1607,"Chan, William"
19766,Hit and Run,201900007190,800,ALTAVISTA AVE,CPD,2019/03/20 18:15:07+00,1415,"Marshall, Shawn"
19767,Assist Citizen - Mental/TDO/ECO,201900007181,700,"PROSPECT AVE, J",CPD,2019/03/20 17:19:50+00,1319,"Salyer, Jill"
19768,Larceny - From Motor Vehicle,201900007169,1100,EMMET ST,CPD,2019/03/20 14:15:13+00,1015,"Arndt, Brian"
19769,Forgery/Counterfeiting,201900007160,1400,"MONTICELLO RD, 23",CPD,2019/03/20 13:43:04+00,0943,"Arndt, Brian"
19770,Animal - Bite,201900007128,700,RIALTO ST,CPD,2019/03/20 00:27:44+00,2027,"Roberts, David"
19771,Suspicious Activity,201900007131,400,"17TH ST NW, 102",CPD,2019/03/20 00:20:30+00,2020,"Chan, William"
19772,Narcotics,201900007119,500,6TH ST SE,CPD,2019/03/19 22:16:42+00,1816,"Roberts, David"
19773,Larceny - All Other,201900007117,1400,MELBOURNE RD,CPD,2019/03/19 21:58:06+00,1758,"Burchardt, Rudy"
